_id,db_id,last_sync,importer_country_ISO3Code,importer_country_name,importer_subregion,importer_continent,exporter_country_ISO3Code,exporter_country_name,exporter_subregion,exporter_continent,date,commodity,import_share
135900,218691,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,2019-10-01,soybeans,0.000003000000
135901,218692,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,2019-11-01,soybeans,0.000004000000
135902,218693,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,2020-08-01,soybeans,0.000004000000
135903,218694,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,2020-09-01,soybeans,0.000003000000
135904,218695,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,2020-10-01,soybeans,0.000018000000
135905,218696,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,BRA,Brazil,South America,Latin America and the Caribbean,2021-01-01,soybeans,0.000083000000
135906,218697,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CAN,Canada,Northern America ,Americas,2020-05-01,soybeans,0.000748000000
135907,218698,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2019-05-01,soybeans,0.000086000000
135908,218699,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2019-10-01,soybeans,0.000026000000
135909,218700,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2020-03-01,soybeans,0.000126000000
135910,218701,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2020-09-01,soybeans,0.000190000000
135911,218702,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2020-12-01,soybeans,0.000328000000
135912,218703,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2021-03-01,soybeans,0.000250000000
135913,218704,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2021-04-01,soybeans,0.000200000000
135914,218705,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-01-01,soybeans,0.000193000000
135915,218706,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-02-01,soybeans,0.000071000000
135916,218707,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-03-01,soybeans,0.000039000000
135917,218708,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-04-01,soybeans,0.000061000000
135918,218709,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-05-01,soybeans,0.000010000000
135919,218710,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-06-01,soybeans,0.000159000000
135920,218711,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-07-01,soybeans,0.000043000000
135921,218712,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-08-01,soybeans,0.000088000000
135922,218713,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-09-01,soybeans,0.000099000000
135923,218714,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-10-01,soybeans,0.000025000000
135924,218715,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-11-01,soybeans,0.000038000000
135925,218716,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2019-12-01,soybeans,0.000121000000
135926,218717,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2020-01-01,soybeans,0.000069000000
135927,218718,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2020-02-01,soybeans,0.000092000000
135928,218719,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2020-03-01,soybeans,0.000001000000
135929,218720,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2020-09-01,soybeans,0.000019000000
135930,218721,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2020-12-01,soybeans,0.000079000000
135931,218722,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,TWN,Taiwan,Eastern Asia,Asia,2021-03-01,soybeans,0.000033000000
135932,218723,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-01-01,soybeans,0.999807000000
135933,218724,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-02-01,soybeans,0.999929000000
135934,218725,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-03-01,soybeans,0.999961000000
135935,218726,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-04-01,soybeans,0.999939000000
135936,218727,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-05-01,soybeans,0.999904000000
135937,218728,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-06-01,soybeans,0.999841000000
135938,218729,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-07-01,soybeans,0.999957000000
135939,218730,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-08-01,soybeans,0.999912000000
135940,218731,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-09-01,soybeans,0.999901000000
135941,218732,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-10-01,soybeans,0.999946000000
135942,218733,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-11-01,soybeans,0.999958000000
135943,218734,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-12-01,soybeans,0.999879000000
135944,218735,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-01-01,soybeans,0.999931000000
135945,218736,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-02-01,soybeans,0.999908000000
135946,218737,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-03-01,soybeans,0.999873000000
135947,218738,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-04-01,soybeans,1.000000000000
135948,218739,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-05-01,soybeans,0.999252000000
135949,218740,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-06-01,soybeans,1.000000000000
135950,218741,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-07-01,soybeans,1.000000000000
135951,218742,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-08-01,soybeans,0.999996000000
135952,218743,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-09-01,soybeans,0.999789000000
135953,218744,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-10-01,soybeans,0.999982000000
135954,218745,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-11-01,soybeans,0.999118000000
135955,218746,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-12-01,soybeans,0.999593000000
135956,218747,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-01-01,soybeans,0.999917000000
135957,218748,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-02-01,soybeans,1.000000000000
135958,218749,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-03-01,soybeans,0.999716000000
135959,218750,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-04-01,soybeans,0.999800000000
135960,218751,2021-09-03T20:09:38,COL,Colombia,South America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-05-01,soybeans,1.000000000000
135961,218752,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,AUT,Austria,Western Europe,Europe,2020-10-01,soybeans,0.000002000000
135962,218753,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CAN,Canada,Northern America ,Americas,2019-04-01,soybeans,0.000272000000
135963,218754,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CAN,Canada,Northern America ,Americas,2019-11-01,soybeans,0.001736000000
135964,218755,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CAN,Canada,Northern America ,Americas,2020-09-01,soybeans,0.000000000000
135965,218756,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CAN,Canada,Northern America ,Americas,2020-10-01,soybeans,0.000002000000
135966,218757,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CAN,Canada,Northern America ,Americas,2020-11-01,soybeans,0.000000000000
135967,218758,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CAN,Canada,Northern America ,Americas,2020-12-01,soybeans,0.000767000000
135968,218759,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2019-06-01,soybeans,0.000154000000
135969,218760,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2019-12-01,soybeans,0.000132000000
135970,218761,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,CHN,China,Eastern Asia,Asia,2020-12-01,soybeans,0.000113000000
135971,218762,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,COL,Colombia,South America,Latin America and the Caribbean,2019-06-01,soybeans,0.000000000000
135972,218763,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,COL,Colombia,South America,Latin America and the Caribbean,2020-08-01,soybeans,0.000001000000
135973,218764,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,2019-10-01,soybeans,0.000000000000
135974,218765,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,2019-11-01,soybeans,0.000001000000
135975,218766,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,2020-11-01,soybeans,0.000001000000
135976,218767,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,DEU,Germany,Western Europe,Europe,2020-12-01,soybeans,0.000000000000
135977,218768,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,HND,Honduras,Central America,Latin America and the Caribbean,2019-07-01,soybeans,0.000001000000
135978,218769,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,HND,Honduras,Central America,Latin America and the Caribbean,2020-01-01,soybeans,0.000000000000
135979,218770,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,HND,Honduras,Central America,Latin America and the Caribbean,2020-11-01,soybeans,0.000000000000
135980,218771,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,MEX,Mexico,Central America,Latin America and the Caribbean,2019-07-01,soybeans,0.000001000000
135981,218772,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-01-01,soybeans,1.000000000000
135982,218773,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-02-01,soybeans,1.000000000000
135983,218774,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-03-01,soybeans,1.000000000000
135984,218775,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-04-01,soybeans,0.999728000000
135985,218776,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-05-01,soybeans,1.000000000000
135986,218777,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-06-01,soybeans,0.999846000000
135987,218778,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-07-01,soybeans,0.999998000000
135988,218779,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-08-01,soybeans,1.000000000000
135989,218780,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-09-01,soybeans,1.000000000000
135990,218781,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-10-01,soybeans,1.000000000000
135991,218782,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-11-01,soybeans,0.998263000000
135992,218783,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2019-12-01,soybeans,0.999868000000
135993,218784,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-01-01,soybeans,1.000000000000
135994,218785,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-02-01,soybeans,1.000000000000
135995,218786,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-03-01,soybeans,1.000000000000
135996,218787,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-04-01,soybeans,1.000000000000
135997,218788,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-05-01,soybeans,1.000000000000
135998,218789,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-06-01,soybeans,1.000000000000
135999,218790,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-07-01,soybeans,1.000000000000
136000,218791,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-08-01,soybeans,0.999999000000
136001,218792,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-09-01,soybeans,1.000000000000
136002,218793,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-10-01,soybeans,0.999997000000
136003,218794,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-11-01,soybeans,0.999999000000
136004,218795,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2020-12-01,soybeans,0.999120000000
136005,218796,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-01-01,soybeans,1.000000000000
136006,218797,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-02-01,soybeans,1.000000000000
136007,218798,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-03-01,soybeans,1.000000000000
136008,218799,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-04-01,soybeans,1.000000000000
136009,218800,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-05-01,soybeans,1.000000000000
136010,218801,2021-09-03T20:09:38,CRI,Costa Rica,Central America,Latin America and the Caribbean,USA,United States of America,Northern America ,Americas,2021-06-01,soybeans,1.000000000000
136011,218802,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2019-05-01,soybeans,0.999985000000
136012,218803,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,BFA,Burkina Faso,Western Africa,Africa,2019-06-01,soybeans,0.999645000000
136013,218804,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,BFA,Burkina Faso,Western Africa,Africa,2019-12-01,soybeans,0.995379000000
136014,218805,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,BFA,Burkina Faso,Western Africa,Africa,2020-05-01,soybeans,1.000000000000
136015,218806,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,CHN,China,Eastern Asia,Asia,2019-03-01,soybeans,0.057034000000
136016,218807,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,CHN,China,Eastern Asia,Asia,2021-03-01,soybeans,0.573171000000
136017,218808,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-01-01,soybeans,1.000000000000
136018,218809,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-02-01,soybeans,1.000000000000
136019,218810,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-03-01,soybeans,0.942966000000
136020,218811,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-04-01,soybeans,1.000000000000
136021,218812,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-05-01,soybeans,0.000015000000
136022,218813,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-06-01,soybeans,0.000355000000
136023,218814,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-07-01,soybeans,1.000000000000
136024,218815,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-08-01,soybeans,1.000000000000
136025,218816,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-09-01,soybeans,1.000000000000
136026,218817,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-10-01,soybeans,1.000000000000
136027,218818,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-11-01,soybeans,1.000000000000
136028,218819,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2019-12-01,soybeans,0.001422000000
136029,218820,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2020-01-01,soybeans,1.000000000000
136030,218821,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2020-02-01,soybeans,1.000000000000
136031,218822,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2020-03-01,soybeans,0.004348000000
136032,218823,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,FRA,France,Western Europe,Europe,2021-06-01,soybeans,0.146067000000
136033,218824,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,IND,India,Southern Asia,Asia,2020-06-01,soybeans,0.152466000000
136034,218825,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,IND,India,Southern Asia,Asia,2020-08-01,soybeans,1.000000000000
136035,218826,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,IND,India,Southern Asia,Asia,2021-03-01,soybeans,0.426829000000
136036,218827,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,MWI,Malawi,Eastern Africa,Africa,2020-12-01,soybeans,1.000000000000
136037,218828,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,NGA,Nigeria,Western Africa,Africa,2020-03-01,soybeans,0.995652000000
136038,218829,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,NGA,Nigeria,Western Africa,Africa,2020-06-01,soybeans,0.847534000000
136039,218830,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,NGA,Nigeria,Western Africa,Africa,2021-06-01,soybeans,0.853933000000
136040,218831,2021-09-03T20:09:38,CIV,Côte d'Ivoire,Western Africa,Africa,VNM,Viet Nam,South-eastern Asia,Asia,2019-12-01,soybeans,0.003199000000
136041,218832,2021-09-03T20:09:38,ECU,Ecuador,South America,Latin America and the Caribbean,COL,Colombia,South America,Latin America and the Caribbean,2019-05-01,soybeans,1.000000000000
136042,218833,2021-09-03T20:09:38,ECU,Ecuador,South America,Latin America and the Caribbean,COL,Colombia,South America,Latin America and the Caribbean,2020-05-01,soybeans,1.000000000000
136043,218834,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2019-05-01,soybeans,0.179478000000
136044,218835,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2019-06-01,soybeans,0.208956000000
136045,218836,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2019-07-01,soybeans,0.588275000000
136046,218837,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2019-08-01,soybeans,0.529316000000
136047,218838,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2019-09-01,soybeans,0.153605000000
136048,218839,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2019-10-01,soybeans,0.187551000000
136049,218840,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2020-06-01,soybeans,0.105222000000
136050,218841,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2020-07-01,soybeans,0.199245000000
136051,218842,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2020-08-01,soybeans,0.209019000000
136052,218843,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2020-09-01,soybeans,0.206487000000
136053,218844,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2020-10-01,soybeans,0.131270000000
136054,218845,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2020-11-01,soybeans,0.079395000000
136055,218846,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2020-12-01,soybeans,0.024504000000
136056,218847,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2021-01-01,soybeans,0.006615000000
136057,218848,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,ARG,Argentina,South America,Latin America and the Caribbean,2021-02-01,soybeans,0.099196000000
136058,218849,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,CAN,Canada,Northern America ,Americas,2020-12-01,soybeans,0.068066000000
136059,218850,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,CAN,Canada,Northern America ,Americas,2021-01-01,soybeans,0.000000000000
136060,218851,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,CHN,China,Eastern Asia,Asia,2019-08-01,soybeans,0.000014000000
136061,218852,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,CHN,China,Eastern Asia,Asia,2020-02-01,soybeans,0.000019000000
136062,218853,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,PRY,Paraguay,South America,Latin America and the Caribbean,2019-04-01,soybeans,0.038973000000
136063,218854,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,PRY,Paraguay,South America,Latin America and the Caribbean,2019-05-01,soybeans,0.040037000000
136064,218855,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,THA,Thailand,South-eastern Asia,Asia,2019-03-01,soybeans,0.000004000000
136065,218856,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,THA,Thailand,South-eastern Asia,Asia,2019-08-01,soybeans,0.000004000000
136066,218857,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,THA,Thailand,South-eastern Asia,Asia,2019-12-01,soybeans,0.000006000000
136067,218858,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,THA,Thailand,South-eastern Asia,Asia,2020-11-01,soybeans,0.000055000000
136068,218859,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,UKR,Ukraine,Eastern Europe,Europe,2019-01-01,soybeans,0.041540000000
136069,218860,2021-09-03T20:09:38,EGY,Egypt,Northern Africa,Africa,UKR,Ukraine,Eastern Europe,Europe,2019-02-01,soybeans,0.018917000000
